:ID,name,:LABEL
1670983890316119987,训练数据D训练的模型称之为![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lwz21bi9j300y00pdfl.jpg)，当我们使用相同的算法，但使用不同的训练数据D时就会得到多个![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lwz21bi9j300y00pdfl.jpg)。则![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lwzqiav7j301q00pq2p.jpg)代表了这个模型的期望，即使用某一算法训练模型所能得到的稳定的平均水平。,answer
3692345326902018649,方差：模型的稳定性：![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lx3a2qc3j306400ot8j.jpg),answer
2507288662872147717,偏差：模型的准确性：![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lx6rqg34j305g00odfn.jpg),answer
-204043643825471948,"Err(x)=Err(f,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lx8dhkplj300e00m0s6.jpg))+Err(f,Y)",answer
4776590992016386698,"Err(f,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lx8dhkplj300e00m0s6.jpg))为可解释规则误差",answer
8021360176209240835,"Err(f,Y)为噪声e部分，即为![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lxc64l5yj300g00b0pn.jpg)",answer
2422716465892603723,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lxyj2g67j301k00mmwx.jpg)可推导如下：,answer
-7212167727018406164,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lxkvx39gj30gh01b3yj.jpg),answer
4392633406249571669,f为真实值，固定；![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lwzqiav7j301q00pq2p.jpg)代表了这个模型不同数据预测结果的期望，固定；所以f![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lwzqiav7j301q00pq2p.jpg)固定,answer
-391154022892487624,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lxlzjp9hj305s00mt8j.jpg)中![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lxm8gzmrj301z00mq2p.jpg)为常数。所以![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lxlzjp9hj305s00mt8j.jpg)=![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lxo2v9ozj30bw00m0sn.jpg)=0,answer
-6180074391962158636,Err(x)=![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lxvudtfgj30cm00mjra.jpg),answer
1359687012772021203,什么情况下引发高方差？,question
-7011484731201233718,过高复杂度的模型，对训练集进行过拟合,answer
-840504421600434630,带来的后果就是在训练集合上效果非常好，但是在校验集合上效果极差,answer
1316961732726362637,更加形象的理解就是用一条高次方程去拟合线性数据,answer
1347268961153926339,如何解决高方差问题？,question
-4271585456982147704,在模型复杂程度不变的情况下，增加更多数据,answer
9143994318414101698,在数据量不变的情况下，减少特征维度,answer
-2055517854797455394,在数据和模型都不变的情况下，加入正则化,answer
-1143048225014598560,以上方法是否一定有效？,question
-2976073563989116388,增加数据如果和原数据分布一致，无论增加多少必定解决不了高方差,answer
-1737141008157665326,smote对样本进行扩充是否必定可以避免高方差？,answer
-4479359075820615729,过采样是否解决高方差问题？,answer
-1236896535914032826,减少的特征维度如果是共线性的维度，对原模型没有任何影响,answer
6839129160301418045,罗辑回归中，如果把一列特征重复2遍，会对最后的结果产生影响么？,answer
6760743838274040488,正则化通常都是有效的,answer
-4235737746418844384,如何解决高偏差问题？,question
3883133702476587606,尝试获得更多的特征,answer
8837019951801615787,从数据入手，进行特征交叉，或者特征的embedding化,answer
5601151593920995311,尝试增加多项式特征,answer
4458052543164542933,从模型入手，增加更多线性及非线性变化，提高模型的复杂度,answer
-8476190329994616305,尝试减少正则化程度λ,answer
-5092488147528657195,特征越稀疏，高方差的风险越高,answer
-6920770915802972980,多个线性变换=一个线性变换，多个非线性变换不一定=一个多线性变换,answer
-599589028796307766,遇到过的机器学习中的偏差与方差问题？,question
7354006734636029435,从偏差方差分解的角度看，Bagging主要关注降低方差，因此它在不剪枝决策树，神经网络等易受样本扰动的学习器上效果更为明显。,answer
-4073679096827835830,从偏差方差分解的角度看，Boosting主要关注降低偏差，因此Boosting能基于泛化性能相当弱的学习器构建出很强的集成。,answer
7879153837735600148,就理论角度论证Bagging、Boosting的方差偏差问题,question
-6911500800146836861,基础：,answer
-4699364746634772356,bagging和boosting都要n个模型，假设基模型权重![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lyh07lb3j300a00c0ok.jpg)，相关系数![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lyi3r97uj300900c0oe.jpg)，方差![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lzqhhkfwj300h00g0rq.jpg)均相等,answer
6717364313699229663,"Var(x,y)=Var(x)+Var(y)+2Cov(x,y)",answer
-8564949186885683729,Bagging,answer
888836136289232879,Var(F)=![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lyk4wjxkj302v00qa9u.jpg),answer
4439042625989132488,=![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lyp35ynkj308l00qglh.jpg),answer
6751332456274658856,其中,answer
-7747921201510590472,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lypqw1tjj300d00c0q9.jpg)可以直接提取出来,answer
-4101869730773578712,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lyuaep07j308v00ya9x.jpg),answer
8783668830224350292,所以，化简以上的式子可得：Var(F)=m*![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lyw59y9oj300h00g0rq.jpg)*![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lywg4870j300g00k0r2.jpg)+![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lyzygc4lj304300lgle.jpg),answer
6401504875843429929,以上为通式，对于bagging来说，每个基模型的权重等于1/m且期望近似相等，所以![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lz1clt7wj301g011gld.jpg)，带入即可,answer
-348454429935094448,Var(F)=![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lz7qrpwsj304f015t8i.jpg),answer
-1868777633596507557,E(F)=![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lz97enuuj3059011743.jpg),answer
583049835857465244,结论：,answer
-1504590206347226056,整体模型的期望近似于基模型的期望，这也就意味着整体模型的偏差和基模型的偏差近似,answer
694071875157860599,整体模型的方差小于等于基模型的方差（当相关性为1时取等号），随着基模型数（m）的增多，整体模型的方差减少，从而防止过拟合的能力增强，模型的准确度得到提高,answer
-1843826979696985927,bagging的防止过拟合的极限在1/m项趋近于0，所以并不是可以无穷的降低方差达到提高模型准确性的效果的,answer
-7528437266861774049,Boosting同理,answer
-8619923185843295769,boosting的前提是弱模型之间高度相关，我们不妨设相关度为1,answer
6051476986340193471,Var(F)=![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lzwvy93dj302k00kmwx.jpg),answer
8629624915525790465,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8lzj06hv1j304300qwea.jpg),answer
-4573762226682797351,整体模型的期望近似于基模型的期望之和，模型越多期望越容易拟合真实值,answer
3674247588268963480,整体模型的方差等于基模型的数量平方成正比，越多模型不稳定性越高，越容易过拟合。,answer
4186210090869327396,GradientBoostingDecisionTree为典型例子,answer
3046614069242078042,遇到过的深度学习中的偏差与方差问题？,question
3204588436375604308,神经网络的拟合能力非常强，因此它的训练误差（偏差）通常较小；,answer
5351616697921521118,但是过强的拟合能力会导致较大的方差，使模型的测试误差（泛化误差）增大；,answer
5078622462571457239,因此深度学习的核心工作之一就是研究如何降低模型的泛化误差，这类方法统称为正则化方法。,answer
-5719848535722755282,dropout,answer
5287360046315345933,dense中的normalization,answer
5659064747747620984,数据的shuffle,answer
-1391058988667858983,方差、偏差与模型的复杂度之间的关系？,question
8450591247457169144,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8ly6pdyouj30dn07eq38.jpg),answer
5853301435760088479,什么叫生成模型？,question
4819144975587044971,"求自变量和因变量的联合概率分布，P(x,y);再通过贝叶斯公式：P(y/x)=p(x,y)/p(x)。",answer
6473324779957002950,说白了就是玩的一手x在不同类别下出现的概率+不同类别的概率+x出现的概率进行复合计算，复合的时候考虑独立性的问题。,answer
-8359707602930982806,什么叫判别模型？,question
-2057590856015979601,求一个通过自变量能够表示出因变量的公式y=F(x)或者p(y/x)，核心是对于x找到一个最合适的公式得到y,answer
2340275878823081677,什么时候会选择生成/判别模型？,question
5200094549228167010,明确一点：绝大多数情况下，判别模型都要比生成模型效果好，而且需要的数据量和前提假设都要小于生成模型，上面的概念中可得原因。,answer
1526839625073562025,所以这个问题更想问的是什么时候要去用生成模型：,answer
-7041210013419388811,但是如果存在异常点检测的需求，或者样本中有部分异常点的情况下，判别模型会结合所有数据进行拟合；而生成模型则是通过分布拟合的方式减少该部分的影响,answer
3357323141881905260,如果明明知道隐变量在此次分类的过程中起到非常巨大作用的情况下，判别模型对隐变量的学习往往通过人为构造，更加不确定性,answer
5815988042756072742,一般会追问，如何构造？,answer
-1383138343991650556,FM/FFM,answer
-163664745497501079,NeuralNetwork,answer
-3642155314186992578,线性Dense,answer
3802089480011676110,非线性激活,answer
6746622855080806576,CRF/朴素贝叶斯/EM/最大熵模型/马尔科夫随机场/混合高斯模型各自是什么模型？,question
2793727365790697745,因为这几个模型中都有概率计算的过程，不像knn，svm等都是距离计算一看就知道是判别模型。,answer
-4515934164242611552,生成式模型：朴素贝叶斯，混合高斯模型，马尔科夫随机场，EM,answer
-1790570935531700415,仔细看过这些模型细节的朋友都应该知道，他们最后都是判断x属于拟合一个正负样本分布，然后对比属于正负样本的概率,answer
-8822031343605586311,判别式模型：最大熵模型，CRF,answer
-233063588217617255,我的理解：,question
-5636105324845060786,无论是生成还是判别模型都是来求有监督模型的，目的就是求分类函数y=F(x)或者条件概率分布P(y/x)，通过分类函数或者条件概率函数进行数据分类,answer
-7306605294320597816,算出属于正负样本的概率在相互对比的就是生成模型，直接得到结果概率的就是判别模型,answer
-1738214754572794854,生成模型得分布，判别模型得最优划分,answer
-6950341451861544807,生成模型可以得到判别模型，反之不成立,answer
5473148620752780075,生成模型是求联合概率分布，判别模型是求条件概率分布，这句话不错，但是如果只回答到这，我认为是背答案式回答，其实生成模型的也是求的条件概率是通过的是联合概率得到的，而判别模型是之间得到，用来做分类的话，大概率都是条件概率作为最终结果；补充一下，二分情况下，如果单纯只用联合概率也可以判断,answer
-1696229910865698849,极大似然估计 - MLE,question
-7605289102165585013,原理：利用已知的样本结果，反推最有可能（最大概率）导致这样结果的参数值。,answer
159679227244321695,似然函数可以表示为：![](https://tva1.sinaimg.cn/large/006y8mN6gy1g924j4sibwj306g00r0sk.jpg)。目的使求的使似然函数能够达到最大情况下的θ'即为未知参数θ最大似然估计值,answer
3707097639791704864,最大后验估计 - MAP,question
5519047409645820106,"MAP的基础使贝叶斯公式：P(θ/X)=P(θ,X)/P(X)。目的是通过观测值使得后验概率P(θ,X)最大即可",answer
-2359689809339291204,极大似然估计与最大后验概率的区别？,question
7815527886836580889,最大似然估计中的采样满足所有采样都是独立同分布的假设,answer
1100788327784246010,最大后验概率在考虑了p(X/θ)的同时，还考虑了p(θ),answer
-5598920719335079954,到底什么是似然什么是概率估计？,question
5074935591658214080,似然：给定了x求θ真实的可能性,answer
-7158872601133996879,概率估计：给定了θ，X=x的可能性,answer
4322221967311684793,DNN与DeepFM之间的区别?,question
-3731620789115354377,DNN是DeepFM中的一个部分，DeepFM多一次特征，多一个FM层的二次交叉特征,answer
-5277376401305018885,Wide&Deep与DeepFM之间的区别?,question
-8419838087451552332,DeepFM对Wide&Deep中的Wide层进行了优化，增加了交叉特征,answer
7970083223646440776,你在使用deepFM的时候是如何处理欠拟合和过拟合问题的？,question
9200318499420529669,欠拟合：增加deep部分的层数，增加epoch的轮数，增加learningrate，减少正则化力度,answer
-3611657747496778334,过拟合：在deep层直接增加dropout的率，减少epoch轮数，增加更多的数据，增加正则化力度，shuffle数据,answer
8382886378727396832,DeepFM怎么优化的？,question
8698977729312276067,embedding向量可以通过FM初始化,answer
8969456447148984364,Deep层可以做优化,answer
9018046688980418450,NFM:把deep层的做NFM类型的处理，其实就是deep层在输入之前也做一个二阶特征的交叉处理和fm层一致,answer
3585958378914034940,FM层可以变得交叉更多阶,answer
-5394779047016045734,XDeepFM,answer
-2420452844847899030,不定长文本数据如何输入deepFM？,question
216929694822553820,截断补齐,answer
9104162060795596778,结合文本id+文本长度，在做文本处理之前，先做不等长的sum_pooled的操作,answer
-5863683152225083187,deepfm的embedding初始化有什么值得注意的地方吗？,question
1253877235615432345,"常规的是Xavier，输出和输出可以保持正态分布且方差相近：np.random.rand(layer\[n1],layer\[n])*np.sqrt(1/layer\[n1])",answer
477238958923450626,"relu的情况下通常是HE，保证半数神经元失活的情况下对输出方差影响最小:：np.random.rand(layer\[n1],layer\[n])*np.sqrt(2/layer\[n1])",answer
8985207697620957026,文本项目上也可以用预训练好的特征,answer
-3448099698632601332,主要使用了什么机制?,question
6941934465148500683,Attention机制，针对不同的广告，用户历史行为与该广告的权重是不同的。,answer
-5754827622520933087,activation unit的作用,question
2605191490587757169,基于Attention机制，结合当前需对比的不同目标，将用户历史行为进行不同的权重分配。,answer
7649213093085373348,![](https://tva1.sinaimg.cn/large/006tNbRwgy1ga15ugjlkmj308901imx1.jpg),answer
2335308856474141051,通常用户兴趣可以由历史行为(点击/浏览/收藏)等合并得到，及![](https://tva1.sinaimg.cn/large/006tNbRwgy1ga15vxtcu8j302w01imwy.jpg),answer
-6738568454080623565,activationunit在这种思路上，认为面对不同的对象Va兴趣的权重Wi应该也是变换而不是固定的，所以用了g(ViVa)来动态刻画不同目标下的历史行为的不同重要性,answer
8074075437499887269,DICE怎么设计的,question
742400133774514548,先对input数据进行bn，在进行sigmoid归一化到01，再进行一个加权平衡alpha*(1x_p)`*`x+x_p`*`x,answer
-5027536859274208434,"x_p=tf.sigmoid(tf.layers.batch_normalization(x,center=False,scale=False,training=True))",answer
-1209258354781349149,aplha*(1x_p)*x+x_p*x,answer
-794460191961475147,DICE使用的过程中，有什么需要注意的地方,question
8550286657403277349,在用batch_normalization的时候，需要设置traning=True，否则在做test的时候，获取不到training过程中的各batch的期望,answer
5886150795539071019,test的时候，方差计算利用的是期望的无偏估计计算方法:E(u^2)`*`m/(m1),answer
5419731649903846599,选用的原因？,question
-1539369156964012348,类似deepfm和FNN等模型的高阶的特征交互来自于dnn部分，但是这样的特征交互是不可控且隐式的，难以描述的,answer
6349813992489246648,向量级别的特征交互而不是元素级交互,answer
-2233012644824104230,经验上，vectorwise的方式构建的特征交叉关系比bitwise的方式更容易学习,answer
-1315645112412297424,我也不知道具体好在哪，如果有大佬会可以指导一下，感恩,answer
1827897526533455488,"之前用的deepfm在历史数据的拟合上出现了瓶颈：A\[""篮球"",""足球"",""健身""]，B\[""篮球"",""电脑"",""蔡徐坤""]，会给A推荐""蔡徐坤""，但是实际上不合理",answer
2555786661696966302,"思路一：改变Memorization为attention网络，强化feature直接的关系，对B进行""电脑""与""蔡徐坤""之间的绑定而不是""篮球""和""蔡徐坤""之间的绑定",answer
-2476307248236212223,思路二：改变Memorization为更优化更合理的低价特征交互，比如DCN或者XDeepFM,answer
8942259571777549000,什么叫显示隐式？什么叫元素级/向量级？什么叫做高阶/低阶特征交互？,question
8674784096997363342,显示是可以写出feature交互的公式，隐式相反,answer
1899672678848853803,元素级是以feature值交互，向量级是feature向量级点乘处理,answer
-7860734794646293057,高阶特征是类似DNN这种多层特征交互，低阶特征交互是FM这种特征单层处理方式,answer
4038081751342663937,简单介绍一下XDeepFm的思想？,question
-5118271235254843765,借鉴了DeepFm的整体结构，保持了两个部分的组合：低阶特征交互+高阶特征交互，**低价特征来记忆高频历史数据场景，高阶特征交互来进行稀疏场景的泛化**,answer
1243196257966772001,高阶特征交互：DNN,answer
-4502397175118797565,低价特征交互：DCN结构(![](https://tva1.sinaimg.cn/large/006tNbRwgy1g9ihwd6wucj305q00la9v.jpg)),answer
955817711600635413,这样的网络结构保证来来自X0的1，2，3...N阶的特征组合,answer
-5251904250361578996,借鉴来DCN的交叉网络的特殊结构**自动构造有限高阶交叉特征**：![](https://tva1.sinaimg.cn/large/006tNbRwgy1g9iidr9x2bj306r01lglh.jpg),answer
3148419891788998806,流程概述：,answer
40000585434539938,featureembedding,answer
-3476047547211462050,"构造\[batch,field,embedding_size]的input，分别进入DNN、CIN、Linear层",answer
3536680756119308874,CIN中：,answer
7433357258575394208,"先记录\[batch,field,embedding_size]作为X0，并切分为embedding`*`\[batch,field,1]份",answer
-3998430547018744313,设置三层隐层，单层结点数为200，单层操作如下（以X1为例）：,answer
6541870093517486381,"获取上一次的layerout：X0，并进行切分：embedding`*`\[batch,field,1]",answer
8343889960334004682,"进行外积：embedding`*`\[batch,field,1]`*`embedding`*`\[batch,field,1]得到\[embedding,batch,field,field]",answer
-6494259259423768511,"对\[embedding,batch,field,field]进行压缩\[embedding,batch,field`*`field]，在对结果进行\[1,field`*`field,output_layer]卷积得到缩\[embedding,batch,output_layer]",answer
3929721988894366452,加偏置项，并进行激活函数处理，完成一轮处理,answer
2427328439807711065,"将若干轮的处理结果按照hidden_size维进行合并，并对embedding维度进行pooling得到\[batch,embedding]的output层即为结果",answer
-2976669333966267655,实际过程中，可以对每层对结果进行采样泛化；可以通过最后层输出的残差连接保证梯度消失等等,answer
5973609548819161561,和DCN比，有哪些核心的变化？,question
-7542148996172784953,DCN是bitwise的，而CIN是vectorwise的,answer
5300980280227158191,DCN每层是1～l+1阶特征，而CIN每层只包含l+1阶的组合特征,answer
-2732828395226151488,![](https://tva1.sinaimg.cn/large/006tNbRwgy1g9ihwd6wucj305q00la9v.jpg)和![](https://tva1.sinaimg.cn/large/006tNbRwgy1g9iidr9x2bj306r01lglh.jpg)差异的![](https://tva1.sinaimg.cn/large/006tNbRwgy1g9in06u4m6j300j00f0sh.jpg)导致的,answer
-7184560090684525391,时间复杂度多少？,question
-8821118894610593742,假设CIN和DNN每层神经元/向量个数都为H，网络深度为L,answer
-8253545362480690443,CIN:O(m`*`L`*`H`*`H),answer
4781375303850922612,DNN:O(m`*`D`*`H+L`*`H`*`H),answer
1726570748939866687,变长数据如何处理的？,question
-1096789570459494455,input数据中只拿了近20次的点击，部分用户是没有20次的历史行为的，所以我们记录了每一个用户实际点击的次数，在做embedding的时候，我们除以的是真实的historylength,answer
6991916320296638446,20次点击过去一周内的行为，曾经尝试扩大历史点击次数到40，60没有很明显的效果提升,answer
-2979891755179191862,点击行为是处理过的，停留时间过短的click不要,answer
226757955700860852,点击行为是处理过的，连续多次的重复点击会去重,answer
-1268491427235833046,点击行为是处理过的，session内的点击次数需要在约定范围内,answer
8635324457756903156,input是怎么构造的,question
5393061819201529265,最近历史20次点击商品id/文章id，如果不足不需要补充,answer
7198299250116778904,最近历史20次点击商品id对应的品牌/文章id对应的类目，如果不足不需要补充,answer
7695495398530729161,最近历史20次点击商品id对应的类别/文章id对应的栏目，如果不足不需要补充,answer
7647426171228187500,最后一次点击商品id/文章id,answer
6775188245542094186,历史上最高频的商品id/文章id,answer
-6748217631791407239,exampleage,answer
3571068476832561360,user_info:age/gender/地理位置/注册时长,answer
5129988222959969400,cross_info:最后一次点击距click时间，最后一次点击商品浏览次数,answer
6989066252162582279,phone_info:设备信息，登录状态,answer
-8658699901894495495,最后一次点击实际如何处理的？,question
-7610826092743125701,我们会以日进行切分，每日首次点击的lastclick会以\[unknow]进行替代，隔日的点击不会进行计算,answer
2852564861225681232,output的是时候train和predict如何处理的,question
-1406447243637505986,train的时候是进行负采样的,answer
-8335721295944316353,predict的时候是进行的all_embeddingdot,answer
-6026373868502902333,如何进行负采样的？,question
-4564121772185578318,该次点击时间之前所以的item或者article作为候选集,answer
5793736121184555402,负采样我们会进行剔除，把该次click下的同时show的样本进行剔除后采样,answer
5245658738494194348,均衡采样，不会根据其他样本showtime进行加权,answer
-8267551977384273558,为了尽可能多的修正全量样本，尽快达到收敛,answer
8018170279958915803,为了避免其他推荐产生的交叉影响,answer
9170315617208402730,item向量在softmax的时候你们怎么选择的？,question
4980177711123510028,是用初始化我们在进行historyclickembedding过程中使用的初始化的向量，没有在最后层重新构造一个itemembedding的结果，实测效果翻倍的要好,answer
-6634526480433587570,Example Age的理解？,question
4208197667025527278,官方：upload_timeclick_time,answer
-1550789274193128823,希望更倾向于新上视频,answer
-1935451954663698383,民间：click_timenow,answer
3486512301100372229,希望平衡样本构造时间对当前的影响,answer
1816412042671728610,什么叫做不对称的共同浏览（asymmetric co-watch）问题？,question
-7467423662790064210,item对比nlp问题的时候，上下文信息更适用于文本等固定结果的探索问题（完形填空问题）；而在预测nextone这种问题下，只通过上文进行预测，更加合适和合理。浏览信息大概率都是不对称的，而常规的i2i模型的假设都是对称的，上下文都可以用的,answer
5024601942554871712,为什么不采取类似RNN的Sequence model？,question
3873911655695373258,在实际的推荐数据获取中，历史点击流收到若干种在线的推荐算法影响，并不全是像自然语言问题一样真实具有序列性,answer
-3655443734443093934,YouTube如何避免百万量级的softmax问题的？,question
-8366941154788979990,负采样,answer
9101607865394201137,serving过程中，YouTube为什么不直接采用训练时的model进行预测，而是采用了一种最近邻搜索的方法？,question
-4011829743154869308,工程妥协，避免几百万的item每次都要计算一边，而采取的ANN的邻近搜索加快速度,answer
-3619221641409508465,Youtube的用户对新视频有偏好，那么在模型构建的过程中如何引入这个feature？,question
-2018672648225329185,在处理测试集的时候，YouTube为什么不采用经典的随机留一法（random holdout），而是一定要把用户最近的一次观看行为作为测试集？,question
-6005586898084224264,不对称的共同浏览问题，避免引入futureinformation，产生与事实不符的数据穿越,answer
-9150762617080584843,整个过程中有什么亮点？有哪些决定性的提升？,question
8341065089536721446,embedding,answer
4507300408847522204,引入了doc2vec做init,answer
4022966367187489968,权重共享，没有在softmax处重新构造,answer
2074767556870417210,限定采样集合在click时间发生之前已经有的item,answer
-8855249330631245772,剔除该次点击click时同时展现的其他item,answer
-5506862634946320955,均衡采样,answer
2822655016451351523,加快收敛,answer
-7995611222953948815,避免热门商品item的过度影响,answer
-5925751573099583488,click数据的预处理,answer
1698469675055523686,historyclick,answer
6412419929740853821,停留时间过短的click不要,answer
6690718122798995415,连续多次的重复点击会去重,answer
3121268649013914834,session内的点击次数需要在约定范围内,answer
2192841826434386516,lastclick,answer
7445838770015729374,每日初次点击的lastclick以\[unknown]替代，不做隔日的数据连接,answer
7171201128281073677,在history引入multiheadattention,answer
8835560683667717532,ctr提高了，但是有效点击没有变,answer
5226874859901596829,辗转相除法,question
-1851214313614129820,```python,answer
-2088075203108016683,"defsolve(a,b):",answer
-3878464456023675033,"returnaifb==0elsesolve(b,a%b)",answer
2221344312005706128,```,answer
5621764112396355393,穷举法,answer
2479990942912131001,辗转相减法,answer
