:START_ID,name,:END_ID,:TYPE
3527642468920719739,question2answer,7456239091783266824,question2answer
3527642468920719739,question2answer,-4963009477270132045,question2answer
3527642468920719739,question2answer,-2520074413569032287,question2answer
3527642468920719739,question2answer,4172473738201676822,question2answer
3527642468920719739,question2answer,-510085077402568446,question2answer
3527642468920719739,question2answer,-4538172138116110249,question2answer
3527642468920719739,question2answer,-5251982481923931951,question2answer
3527642468920719739,question2answer,-6222807498045476328,question2answer
4075053328421109209,question2answer,815634199483811378,question2answer
-2615989551301480846,question2answer,4177976655899400904,question2answer
-2615989551301480846,question2answer,-5691495769256144595,question2answer
-2615989551301480846,question2answer,-7085528429964064358,question2answer
-2615989551301480846,question2answer,216496178197878670,question2answer
-4122941945510944880,question2answer,3326460904590817708,question2answer
-4122941945510944880,question2answer,6458054994557855403,question2answer
-4122941945510944880,question2answer,-1691121148448134459,question2answer
1132565811986725001,question2answer,-3311551332216045368,question2answer
1132565811986725001,question2answer,3680892127532703166,question2answer
1132565811986725001,question2answer,4414843696841411523,question2answer
1132565811986725001,question2answer,770186259633043700,question2answer
1132565811986725001,question2answer,-9170233356865741259,question2answer
1132565811986725001,question2answer,-7134886329958100039,question2answer
1132565811986725001,question2answer,-8273232194861923493,question2answer
1132565811986725001,question2answer,-5277907160681781010,question2answer
1132565811986725001,question2answer,-6208183191526074728,question2answer
1132565811986725001,question2answer,-1635726538116411628,question2answer
1132565811986725001,question2answer,-2206182933192786422,question2answer
1132565811986725001,question2answer,3257091615682339680,question2answer
1132565811986725001,question2answer,-2135458807859338833,question2answer
1132565811986725001,question2answer,5896624254032259990,question2answer
1132565811986725001,question2answer,-2201801667526920509,question2answer
1132565811986725001,question2answer,-5760680234285690293,question2answer
1132565811986725001,question2answer,6882586511074760178,question2answer
1132565811986725001,question2answer,9147019972524682323,question2answer
4972708430679000736,question2answer,-1774662618539124969,question2answer
4972708430679000736,question2answer,-1928201268380901771,question2answer
4972708430679000736,question2answer,7377088296328901225,question2answer
4972708430679000736,question2answer,-3110207725812687339,question2answer
4972708430679000736,question2answer,752281092566519210,question2answer
4972708430679000736,question2answer,-3984642960446343730,question2answer
4972708430679000736,question2answer,-4543386733455604354,question2answer
4972708430679000736,question2answer,-6119754376436052507,question2answer
4972708430679000736,question2answer,4002809853616148566,question2answer
4972708430679000736,question2answer,5292208101229339221,question2answer
4972708430679000736,question2answer,-261426240279096270,question2answer
4972708430679000736,question2answer,-6824274898277745438,question2answer
4972708430679000736,question2answer,-4594790772471535310,question2answer
4972708430679000736,question2answer,4515812075414668257,question2answer
4972708430679000736,question2answer,2821725940751757168,question2answer
4972708430679000736,question2answer,-9077081183277299832,question2answer
4972708430679000736,question2answer,5123694816533148526,question2answer
4972708430679000736,question2answer,7874857220885429302,question2answer
4972708430679000736,question2answer,1898996666941300520,question2answer
4972708430679000736,question2answer,7016311765485812573,question2answer
4972708430679000736,question2answer,-251851826308455689,question2answer
4972708430679000736,question2answer,-3444595091980527265,question2answer
4972708430679000736,question2answer,1850676661713968316,question2answer
